Loading net-file from 'lust.net.xml' ... done (1011ms).
Loading additional-files from 'vtypes.add.xml' ... done (3ms).
Loading additional-files from 'busstops.add.xml' ... done (7ms).
Loading additional-files from 'e1detectors.add.xml' ... done (41ms).
Loading additional-files from 'lust.poly.xml' ... done (57ms).
Loading additional-files from 'tll.static.xml' ... done (10ms).
Warning: Unsafe green phase 2 in tlLogic '-30132', program '0'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Warning: Unsafe green phase 2 in tlLogic '-30132', program '1'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Loading route-files incrementally from 'buslines.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.0.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.1.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.2.rou.xml'
Loading route-files incrementally from 'transit.rou.xml'
Loading done.
Simulation version 1.26.0 started with time: 0.00.
Warning: Vehicle '0BEtoLU.2' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=483.00.
Warning: Vehicle '17BEtoLU.93' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=62849.00.
Warning: Vehicle 'h2529c2:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62879.00.
Warning: Vehicle 'nrh01c1h46767c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62900.00.
Warning: Vehicle 'h51697c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62917.00.
Warning: Vehicle 'h46725c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62934.00.
Warning: Vehicle 'h31878c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62959.00.
Warning: Vehicle 'c1h53389c2:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62966.00.
Warning: Vehicle 'c1h38256c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62974.00.
Warning: Vehicle 'h50922c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=62985.00.
Warning: Vehicle 'c1h11536c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=62989.00.
Warning: Vehicle 'h38256c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63022.00.
Warning: Vehicle 'c1h69677c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63029.00.
Warning: Vehicle '17DEtoFR.108' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63045.00.
Warning: Vehicle 'h18383c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63049.00.
Warning: Vehicle 'h2259c2:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63075.00.
Warning: Vehicle 'randUni14849:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63076.00.
Warning: Vehicle '17DEtoLU.119' performs emergency braking on lane '-31622#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63165.00.
Warning: Vehicle 'nrh01c1h18383c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63193.00.
Warning: Vehicle 'c1h40815c1:3' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63194.00.
Warning: Vehicle 'nrh01c1h20641c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63202.00.
Warning: Vehicle 'c1h20641c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63211.00.
Warning: Vehicle 'c1h30130c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63221.00.
Warning: Vehicle 'h30130c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63233.00.
Warning: Vehicle 'c1h62452c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63256.00.
Warning: Vehicle 'h62452c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63260.00.
Warning: Vehicle 'randUni19927:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63267.00.
Warning: Vehicle 'c1h13721c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63273.00.
Warning: Vehicle 'c1randUni19927:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63274.00.
Warning: Vehicle 'h15273c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63282.00.
Warning: Vehicle 'h55971c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63289.00.
Warning: Vehicle 'c1h15273c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63293.00.
Warning: Vehicle 'h34553c1:3' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63300.00.
Warning: Vehicle 'h44140c1:3' performs emergency braking on lane '-31966#9_0' with decel=9.00, wished=4.50, severity=1.00, time=63319.00.
Warning: Vehicle 'c1h55971c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63341.00.
Warning: Vehicle 'nrh01c1h13721c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63342.00.
Warning: Vehicle 'h14344c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63372.00.
Warning: Vehicle 'nrh01c1h46754c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63392.00.
Warning: Vehicle 'h44021c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63408.00.
Warning: Vehicle 'nrh01c1h50514c2:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63411.00.
Warning: Vehicle 'h50514c2:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63441.00.
Warning: Vehicle 'nrh01h44021c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63466.00.
Warning: Vehicle 'h9841c2:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63471.00.
Warning: Vehicle 'nrh01c1h52664c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63489.00.
Warning: Vehicle 'h32186c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63512.00.
Warning: Vehicle 'c1h55962c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63515.00.
Warning: Vehicle 'nrh01h38874c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63519.00.
Warning: Vehicle 'h55962c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63530.00.
Warning: Vehicle 'nrh01c1h26087c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63549.00.
Warning: Vehicle 'h13703c2:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63555.00.
Warning: Vehicle '17BEtoLU.136' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63564.00.
Warning: Vehicle 'h495c1:3' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63597.00.
Warning: Vehicle '17BEtoLU.140' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63608.00.
Warning: Vehicle 'h42892c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63615.00.
Warning: Vehicle 'h68076c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63653.00.
Warning: Vehicle 'c1randUni7881:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=63724.00.
Warning: Vehicle 'c1h38394c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63775.00.
Warning: Vehicle 'h57046c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63797.00.
Warning: Vehicle 'h38394c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63812.00.
Warning: Vehicle 'h44747c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63839.00.
Warning: Vehicle 'nrh01c1h73584c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63856.00.
Warning: Vehicle 'h73584c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63868.00.
Warning: Vehicle 'h34128c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63869.00.
Warning: Vehicle 'c1h34245c1:3' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63919.00.
Warning: Vehicle 'c1h14885c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=63974.00.
Warning: Vehicle 'nrh01c1h43004c1:3' performs emergency braking on lane '-30668#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=63976.00.
Warning: Vehicle 'h14885c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64010.00.
Warning: Vehicle 'c1h36601c2:3' performs emergency braking on lane '-31910#3_1' with decel=9.00, wished=4.50, severity=1.00, time=64039.00.
Warning: Vehicle 'h19983c2:3' performs emergency braking on lane '-32942#1_0' with decel=9.00, wished=4.50, severity=1.00, time=64053.00.
Warning: Vehicle 'h42896c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64058.00.
Warning: Vehicle 'nrh01c1h53965c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64064.00.
Warning: Vehicle 'c1h52992c1:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64068.00.
Warning: Vehicle 'c1h53981c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64091.00.
Warning: Vehicle 'h64890c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64113.00.
Warning: Vehicle 'c1h57580c1:3' performs emergency braking on lane '-32942#1_0' with decel=9.00, wished=4.50, severity=1.00, time=64115.00.
Warning: Vehicle 'h585c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64132.00.
Warning: Vehicle 'c1h20682c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64143.00.
Warning: Vehicle 'h30636c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64164.00.
Warning: Vehicle 'c1h30636c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64166.00.
Warning: Vehicle 'c1h46732c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64170.00.
Warning: Vehicle 'h9990c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64195.00.
Warning: Vehicle 'h13646c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64210.00.
Warning: Vehicle 'h44736c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64224.00.
Warning: Vehicle 'c1h22033c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64237.00.
Warning: Vehicle 'h21151c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64247.00.
Warning: Vehicle 'c1h39721c1:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64249.00.
Warning: Vehicle 'h33528c2:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64265.00.
Warning: Vehicle 'nrh01c1h5465c1:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64279.00.
Warning: Vehicle 'nrh01c1h30636c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64293.00.
Warning: Vehicle 'nrh01c1h42896c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64344.00.
Warning: Vehicle '17DEtoFR.181' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64361.00.
Warning: Vehicle 'h18393c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64401.00.
Warning: Vehicle 'h21997c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64426.00.
Warning: Vehicle 'nrh01c1h52648c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64437.00.
Warning: Vehicle 'c1h36537c1:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64441.00.
Warning: Vehicle 'c1h18393c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64469.00.
Warning: Vehicle 'nrh01c1h65251c1:2' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64473.00.
Warning: Vehicle 'h11478c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64486.00.
Warning: Vehicle 'h24244c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64506.00.
Warning: Vehicle 'c1h27371c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64521.00.
Warning: Vehicle 'h47470c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64543.00.
Warning: Vehicle 'h36976c1:3' performs emergency braking on lane ':-15184_3_0' with decel=9.00, wished=4.50, severity=1.00, time=64543.00.
Warning: Vehicle 'nrh01c1h74144c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64550.00.
Warning: Vehicle 'h39430c1:3' performs emergency braking on lane '-32342_0' with decel=9.00, wished=4.50, severity=1.00, time=64573.00.
Warning: Vehicle 'h24203c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64582.00.
Warning: Vehicle 'c1h19494c2:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64583.00.
Warning: Vehicle 'c1randUni15221:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64585.00.
Warning: Vehicle 'c1h24549c1:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64587.00.
Warning: Vehicle 'nrh01c1h54477c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64608.00.
Warning: Vehicle 'nrh01h36537c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64610.00.
Warning: Vehicle 'c1h21972c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64625.00.
Warning: Vehicle 'c1randUni1338:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64630.00.
Warning: Vehicle 'c1h946c1:3' performs emergency braking on lane '-32942#1_0' with decel=9.00, wished=4.50, severity=1.00, time=64645.00.
Warning: Teleporting vehicle 'h33108c1:3'; waited too long (wrong lane), lane='--32674#9_1', time=64648.00.
Warning: Vehicle 'nrh01c1h13216c2:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64648.00.
Warning: Vehicle 'h33108c1:3' ends teleporting on edge '--31180#1', time=64648.00.
Warning: Vehicle 'c1randUni30:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64656.00.
Warning: Vehicle 'h11641c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64665.00.
Warning: Vehicle 'h9646c1:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64677.00.
Warning: Vehicle 'randUni30:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64689.00.
Warning: Vehicle 'c1h9646c1:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64692.00.
Warning: Vehicle 'c1h36580c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64733.00.
Warning: Vehicle 'h38775c1:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64744.00.
Warning: Vehicle 'c1h13720c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64756.00.
Warning: Vehicle 'nrh01c1h13720c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64774.00.
Warning: Vehicle 'nrh01c1h23006c1:3' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64776.00.
Warning: Vehicle 'c1h65522c2:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64798.00.
Warning: Vehicle 'nrh01c1h42016c1:3' performs emergency braking on lane '-32942#1_0' with decel=9.00, wished=4.50, severity=1.00, time=64799.00.
Warning: Vehicle 'c1h51749c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64832.00.
Warning: Vehicle 'h63476c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64903.00.
Warning: Vehicle 'c1h15653c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64909.00.
Warning: Vehicle 'h38277c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64910.00.
Warning: Vehicle 'c1h67379c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64916.00.
Warning: Vehicle 'c1h22520c1:3' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=64942.00.
Warning: Teleporting vehicle 'h55312c1:3'; waited too long (yield), lane='-30540#0_0', time=64950.00.
Warning: Vehicle 'h3793c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=64957.00.
Warning: Vehicle 'c1h38277c1:3' performs emergency braking on lane ':-32798-AddedOnRampNode_0_0' with decel=9.00, wished=4.50, severity=1.00, time=64987.00.
Warning: Vehicle 'nrh01c1h44752c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=64991.00.
Warning: Vehicle 'c1h44752c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=65000.00.
Warning: Vehicle 'c1h2245c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=65003.00.
Warning: Vehicle 'nrh01c1h13722c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=65007.00.
Warning: Vehicle 'nrh01c1h38313c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65022.00.
Warning: Vehicle 'h29094c1:3' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65055.00.
Warning: Vehicle 'h52132c1:3' performs emergency braking on lane '-32342_0' with decel=9.00, wished=4.50, severity=1.00, time=65065.00.
Warning: Vehicle 'randUni7859:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65092.00.
Warning: Vehicle 'c1h2325c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65109.00.
Warning: Vehicle 'h55312c1:3' ends teleporting on edge '-30540#2', time=65111.00.
Warning: Vehicle 'h57823c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=65112.00.
Warning: Vehicle 'nrh01c1h2325c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=65113.00.
Warning: Vehicle 'h59890c1:3' performs emergency braking on lane ':-5704_1_1' with decel=9.00, wished=4.50, severity=1.00, time=65136.00.
Warning: Vehicle '18DEtoFR.2' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65151.00.
Warning: Vehicle '18DEtoLU.27' performs emergency braking on lane '-31622#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65166.00.
Warning: Vehicle 'h67379c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=65167.00.
Warning: Vehicle 'c1h38313c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65174.00.
Warning: Vehicle 'h16514c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65183.00.
Warning: Vehicle 'h18434c1:3' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65208.00.
Warning: Vehicle 'nrh01c1h13782c1:3' performs emergency braking on lane ':-20984_3_1' with decel=9.00, wished=4.50, severity=1.00, time=65233.00.
Warning: Vehicle 'nrh01c1h61434c1:3' performs emergency braking on lane ':-9580_5_0' with decel=9.00, wished=4.50, severity=1.00, time=65300.00.
Warning: Vehicle 'c1h16839c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65332.00.
Warning: Vehicle 'nrh01c1h16839c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65436.00.
Warning: Vehicle 'h68099c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65476.00.
Warning: Vehicle 'nrh01h26024c2:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65483.00.
Warning: Vehicle 'nrh01c1h35783c2:3' performs emergency braking on lane ':-18262_2_0' with decel=9.00, wished=4.50, severity=1.00, time=65490.00.
Warning: Vehicle 'c1h62016c1:3' performs emergency braking on lane '-32858#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65492.00.
Warning: Vehicle '18DEtoFR.34' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65500.00.
Warning: Vehicle 'h44005c2:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65550.00.
Warning: Vehicle 'c1h2320c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65562.00.
Warning: Vehicle 'c1h8196c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65607.00.
Warning: Vehicle 'c1h53678c2:3' performs emergency braking on lane '-30668#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65614.00.
Warning: Vehicle 'h8196c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65619.00.
Warning: Vehicle 'h24452c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65630.00.
Warning: Vehicle 'nrh01c1h24452c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65659.00.
Warning: Vehicle 'h55954c1:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65673.00.
Warning: Vehicle '18BEtoLU.66' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65684.00.
Warning: Vehicle 'c1h40223c2:3' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=65695.00.
Warning: Vehicle 'nrh01c1h3656c1:3' performs emergency braking on lane '-32830#1_1' with decel=9.00, wished=4.50, severity=1.00, time=65756.00.
Warning: Vehicle 'c1h18653c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65769.00.
Warning: Vehicle 'h32179c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65776.00.
Warning: Vehicle 'c1h17695c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=65830.00.
Warning: Vehicle '18DEtoFR.59' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65833.00.
Warning: Vehicle '18DEtoFR.60' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=65835.00.
